id,amount,date,category
22627,5779.29,2023-05-05,food
22924,5239.44,2024-01-17,shopping
23287,13733.3,2023-02-09,transfer
23390,10530.8,2023-12-14,shopping
23465,4063.4,2023-11-22,transfer
23579,11148.8,2023-07-18,transfer
23586,7688.7,2023-01-01,education
23747,4077,2023-09-14,shopping
23869,28596.4,2023-11-03,health
23956,23474.5,2023-12-11,education
24046,49952.4,2024-01-10,transfer
24524,25943.6,2023-07-09,food
24544,12496.5,2023-01-09,transfer
24686,8871.24,2023-01-09,services
24944,5639.55,2023-09-25,food
25172,19631.7,2023-10-23,food
25226,11458.3,2023-12-24,food
25345,26901.5,2023-05-04,services
25363,6213.76,2023-01-04,health
25495,4835.1,2024-01-09,education
25792,41004,2023-09-02,health
25877,12558.2,2023-07-02,health
25913,19356.4,2023-12-29,shopping
25930,4212.4,2023-12-19,health
26076,13163.3,2023-10-23,education
26093,4934.72,2023-03-06,shopping
26152,8759.25,2023-10-26,transfer
26211,15077.5,2023-12-13,shopping
26221,8244.48,2023-10-18,education
26287,15502.9,2023-02-02,travel
26452,5486.4,2023-08-31,transfer
26482,13674.8,2023-05-11,transfer
26576,24281.6,2023-12-30,shopping
26619,11074,2023-05-10,education
26699,6490.9,2024-01-18,services
26709,22261.5,2023-01-29,travel
26822,8289.2,2023-10-22,shopping
27202,6100.96,2023-11-02,education
27406,14919.2,2024-01-15,shopping
27483,4410.82,2023-07-17,health
27881,16042.5,2023-02-22,shopping
28782,22220.6,2023-11-13,education
29244,5245.5,2023-06-11,education
29308,6350.17,2023-07-27,services
29801,10724.1,2023-01-20,health
29945,7754.04,2023-03-22,travel
30015,16570.7,2023-09-14,transfer
30234,22992,2024-01-30,transfer
30391,14493.3,2023-06-30,travel
30539,11243.3,2023-03-13,travel
30703,4633.33,2023-07-28,transfer
30753,5611.2,2023-06-11,health
30957,8920.65,2023-05-21,education
30994,9184.68,2023-10-06,services
31098,4158.6,2023-12-17,travel
31149,5463.9,2023-03-02,travel
31153,10539.1,2023-09-27,health
31482,9031.88,2023-06-28,transfer
31554,28818,2023-04-17,shopping
31820,40467,2023-04-27,education
32132,20628.4,2023-06-04,health
32634,4083.84,2023-05-20,education
33174,4008.24,2023-12-02,education
33403,7589.4,2023-03-15,education
33437,11921.4,2023-10-31,travel
33773,36912.8,2023-04-05,travel
33811,7330.72,2023-03-18,transfer
33812,16382,2023-11-14,shopping
33903,8720.91,2023-03-18,services
34276,13205.4,2023-06-28,services
34525,5779.2,2023-03-31,education
35133,8783.6,2023-09-30,travel
35472,15184.9,2023-04-07,food
35611,7261.55,2023-12-21,services
35745,8741.88,2023-07-19,health
35787,16688.2,2023-01-12,transfer
36200,6968.36,2023-04-15,services
36213,40190.2,2023-07-09,travel
36426,5399.64,2023-11-11,transfer
37131,14721.4,2023-07-21,education
37245,13016.9,2023-11-18,education
37570,11850.9,2023-11-23,health
37578,21907.2,2023-02-01,travel
37628,6869.91,2023-10-14,travel
37713,46939.3,2023-04-11,shopping
37780,24086.9,2023-07-13,shopping
37913,7291.82,2023-06-20,education
38009,7580,2023-04-18,shopping
38393,21469.8,2023-01-24,food
38505,6043.8,2023-02-04,education
38693,7858.89,2023-01-16,travel
38854,27133.5,2024-01-06,travel
39060,18831,2023-02-05,food
39391,14585.7,2023-02-10,food
39428,6459.3,2024-01-22,education
39776,22628,2023-02-09,transfer
39816,13086.8,2023-02-28,food
40376,12804.6,2023-07-25,travel
40533,10552.3,2023-02-12,education
40594,4102.08,2023-05-19,transfer
40679,4359.15,2023-11-14,services
40732,13325.8,2023-04-26,shopping
40780,12484.9,2023-07-22,travel
40966,12785.7,2023-10-12,health
41012,23248.7,2023-09-14,education
41181,16151.2,2023-10-03,transfer
41255,9042.68,2023-12-20,shopping
41296,28588.5,2023-11-05,services
41836,5287.52,2023-09-26,shopping
42022,13119.3,2023-10-05,shopping
42292,6892.9,2023-10-06,education
42571,7364.01,2023-08-31,health
42747,22050.1,2023-08-21,health
42934,4007.5,2023-03-14,shopping
43012,8798.42,2023-02-05,food
43159,30979.3,2024-01-17,shopping
43193,26440,2023-08-06,transfer
43226,8414.88,2023-10-13,services
43289,4149.76,2024-01-01,transfer
43376,24401.8,2023-03-15,shopping
43472,27474.7,2023-10-09,shopping
43524,10433.6,2023-06-13,travel
43702,19031.1,2023-03-23,food
43800,6217.02,2023-04-16,transfer
43883,19061.5,2023-05-18,travel
44205,16282.8,2023-01-14,food
44550,7067.25,2023-10-13,health
44601,7353.28,2023-02-14,shopping
44792,17709.6,2023-03-13,food
44882,21171.9,2023-03-20,transfer
45021,14229.9,2023-06-22,services
45245,4765.02,2023-07-04,travel
45281,11724,2023-03-20,shopping
45282,11584.9,2023-11-10,transfer
45324,11871.6,2023-08-22,shopping
45982,8729.29,2024-02-05,shopping
46093,7261.54,2023-12-16,education
46104,12648.7,2023-11-29,travel
46130,4814.56,2023-02-17,food
46447,12138,2023-07-13,services
46588,7355.15,2023-06-14,shopping
46654,20705.4,2023-05-06,transfer
46673,18173.4,2023-08-06,shopping
46871,19263.9,2023-12-31,health
46893,98022,2023-02-21,health
46963,19359.8,2023-10-21,education
46967,20479.6,2023-08-14,transfer
47005,43093.3,2023-01-24,health
47039,12643.8,2024-01-07,travel
47232,22622.9,2023-05-21,education
47277,10475.5,2023-11-23,travel
47406,25793,2023-11-08,education
47511,7254.52,2023-06-03,shopping
47711,6887.16,2023-03-13,shopping
47801,5191.6,2023-12-19,shopping
47837,9777.07,2023-01-20,education
47935,22946,2023-05-22,health
48022,5083.2,2023-01-01,transfer
48085,9343.36,2023-02-17,transfer
48300,7007.07,2023-07-20,education
48562,20396.6,2023-12-01,travel
48696,10026.5,2023-04-27,services
48827,11251.9,2024-01-18,food
49225,4058.88,2023-09-27,travel
49270,11626.6,2023-12-23,health
49576,29385.3,2024-01-30,health
49884,7382.4,2023-04-02,shopping
50208,8431.17,2023-07-19,shopping
50209,6893.5,2023-10-06,education
50242,39793.7,2023-05-21,travel
50489,35339.8,2023-05-09,travel
50492,23554.5,2023-11-01,food
50763,4463.04,2023-11-03,services
51344,7240.8,2023-02-26,education
51638,6922.57,2024-01-15,health
51901,13969,2024-01-21,shopping
51978,6984.48,2023-01-03,health
52043,5363.7,2024-01-10,food
52105,20044,2023-01-02,services
52230,13867.2,2023-11-02,health
52231,12203.2,2023-02-08,shopping
52322,7482.82,2023-01-08,education
52364,10202.3,2023-04-21,transfer
52397,8417.85,2023-11-15,health
52457,14112.6,2023-10-12,transfer
52813,35256.7,2023-08-02,shopping
53136,9465.04,2023-09-09,shopping
53240,5014.23,2023-12-13,transfer
53440,17747.5,2024-01-14,travel
53518,13543.5,2023-09-22,transfer
53691,4926.42,2024-01-09,services
53871,17576.6,2023-07-16,health
53899,22086.4,2023-05-30,health
53970,11358.9,2024-01-24,food
54062,21734.2,2023-12-27,services
54413,28840.7,2023-02-08,shopping
54470,8311.8,2024-01-29,services
54556,8555.88,2023-08-15,food
55299,4237.42,2023-11-05,services
55365,53490.8,2023-09-15,education
55487,4179.6,2023-04-29,transfer
55578,5277.15,2023-05-04,health
55723,28606.9,2023-02-15,education
56054,26294.6,2023-03-02,health
56363,7293.3,2023-03-01,education
56445,11752.5,2023-07-16,transfer
56461,21787.9,2023-02-17,education
56588,11180.5,2023-08-26,shopping
56621,31173.1,2023-07-08,shopping
56784,5559.84,2023-03-21,health
57221,13165.6,2023-11-12,transfer
57235,5269.95,2023-04-23,travel
57330,23478.7,2023-07-20,shopping
58006,4611.6,2023-08-19,shopping
58314,8558.22,2023-10-04,health
58628,7451.08,2023-08-18,services
58648,5844,2023-10-03,shopping
58743,36593.6,2023-05-20,food
58765,12703.9,2023-09-02,transfer
58829,5837.92,2024-01-04,transfer
58881,20788.6,2023-07-23,services
58892,7637.07,2023-04-03,health
58985,5535.39,2023-02-01,transfer
59138,12984.8,2023-10-02,travel
59336,7726.56,2023-06-25,education
59422,17714.5,2023-05-18,education
59498,6919.02,2023-10-18,health
59587,14964.2,2023-04-11,services
59869,9810.36,2024-01-31,health
60371,9030.45,2024-01-08,shopping
60495,36068,2023-09-12,shopping
60667,4372,2023-07-25,transfer
60913,34646,2023-11-08,education
61061,9920.1,2023-01-25,travel
61101,64971.1,2023-11-18,services
61201,24078.5,2023-02-15,education
61217,33551.7,2023-02-06,food
61408,5811.3,2023-10-04,transfer
61585,32547.6,2023-03-02,services
61588,45180.2,2023-07-22,education
61606,16297.5,2024-01-29,transfer
61869,12088.3,2023-08-29,education
61904,4356.51,2023-01-04,transfer
62100,6194.13,2023-04-16,travel
62418,21559.7,2023-10-19,services
62433,4393.5,2023-05-03,food
62536,13209.3,2023-11-03,services
62545,10485.4,2023-06-26,food
62601,24594.4,2023-06-08,food
62615,13765.9,2023-11-26,education
62797,4323.8,2023-07-24,education
62884,15120.4,2023-12-19,transfer
63119,8909.25,2023-01-14,shopping
63179,6026.16,2023-04-23,education
63348,8557.92,2023-08-29,education
63368,18215.6,2023-11-08,health
63478,13578.8,2023-07-03,food
63533,18365.1,2023-11-23,services
63598,15003.7,2023-08-19,health
63662,17120.4,2023-09-22,food
63757,51304.5,2023-05-09,education
63911,4336.57,2023-11-26,transfer
63998,5133.18,2023-09-24,shopping
64065,28829.1,2023-07-21,travel
64094,15662.8,2023-09-23,shopping
64097,10821.6,2023-10-15,transfer
64162,35332.6,2023-06-15,education
64180,10464.8,2023-08-23,health
64390,41473.1,2023-11-11,travel
64550,6957.63,2023-06-17,services
64773,10881.1,2023-03-04,travel
65143,11413.5,2024-02-02,education
65256,5533.44,2023-09-25,transfer
65793,9982.2,2023-01-01,health
66181,5771.75,2023-03-24,health
66255,5937.75,2023-07-14,travel
66346,24382,2023-10-02,education
66349,11485.7,2023-11-19,health
66606,4428.9,2023-09-24,transfer
66812,14139.9,2023-03-31,health
66984,11620.4,2023-10-25,education
66990,13222.3,2023-07-28,food
67000,22817.5,2023-04-20,transfer
67087,10994.1,2023-02-28,services
67231,7847.93,2023-09-15,health
67324,4261.62,2023-03-27,education
67451,8519.6,2023-03-14,health
67657,11743.1,2023-11-26,services
68114,4144.66,2023-04-11,food
68141,12010.1,2023-09-21,services
68239,9336.84,2024-01-21,shopping
68436,15817.1,2023-09-21,health
69020,7997.64,2023-04-26,services
69082,13906.2,2024-01-11,education
69084,14632,2023-12-09,food
69102,40829.1,2023-02-11,shopping
69346,7851.36,2023-09-21,education
69437,13117,2023-11-06,travel
69503,7151.4,2023-12-15,shopping
69641,18083,2023-01-22,food
69734,25664.8,2023-12-17,transfer
70268,12450.2,2023-10-03,food
70320,14321.7,2023-01-08,health
70370,9666.15,2023-12-28,travel
70948,28043.7,2023-09-01,transfer
71007,14492.1,2024-01-11,travel
71543,4093.18,2023-11-26,travel
71812,12395.6,2024-02-02,transfer
71840,25535.9,2023-04-19,food
71910,7716.28,2024-01-07,food
72059,67517.1,2023-02-22,services
72246,11422.6,2023-04-05,transfer
72254,4869.56,2023-06-10,transfer
72268,4257.4,2023-11-06,shopping
72276,4004.4,2023-12-21,shopping
72869,25803.8,2023-05-29,food
72891,6892.8,2023-12-08,education
73554,5646.08,2023-03-04,health
73810,12241.6,2023-09-25,shopping
73943,5827.14,2023-10-07,education
74051,10826.2,2023-03-24,health
74387,18763.5,2023-01-11,transfer
74520,22559,2023-11-01,shopping
75000,14153.4,2023-08-01,services
75078,32397.1,2023-07-16,services
75094,53300.2,2023-08-29,services
75196,4815.25,2023-12-24,shopping
75538,16806.7,2023-11-22,transfer
75552,39092.2,2024-02-04,travel
75558,5464.99,2023-04-08,food
75565,35157.8,2023-02-05,shopping
75702,9270.18,2023-04-16,transfer
75830,25302.6,2023-01-11,shopping
76193,20030.4,2023-11-20,food
76246,15109.7,2023-05-07,travel
76363,16231.5,2023-04-09,travel
76941,6265.32,2023-04-30,education
77147,4765.77,2023-02-12,health
77523,13541.9,2023-08-31,transfer
77854,5199.6,2023-10-06,transfer
77897,10435.6,2023-01-25,transfer
77983,13128.1,2023-07-19,education
77985,4750.92,2023-01-18,health
78062,7973.28,2023-03-06,health
78269,7608.72,2023-07-09,transfer
78605,21668.7,2023-11-06,food
79070,5677.56,2023-01-15,education
79340,13448.8,2023-09-26,transfer
79513,22698.8,2024-01-02,travel
79595,7720.44,2023-05-16,health
79692,7246.8,2023-08-15,services
79722,12632.2,2023-04-14,travel
79846,14641.4,2023-06-24,transfer
79932,7234.2,2023-06-06,travel
79975,19639.9,2023-12-21,services
80314,7504,2023-11-17,travel
80631,4467.6,2023-04-29,transfer
80731,13249.4,2023-09-22,transfer
80778,24220.7,2023-07-02,education
81444,5543.52,2023-10-13,shopping
81542,6657.37,2023-06-19,education
81607,4836.78,2023-05-14,education
82016,15170.4,2024-01-18,health
82441,22746.1,2023-02-08,education
82444,7406.9,2023-09-04,services
82487,17490.3,2023-03-09,services
82657,29990.6,2023-05-30,services
83168,6672.38,2023-03-08,transfer
83469,13570.3,2023-07-14,health
83523,18178.4,2023-06-06,services
83755,5253.78,2023-09-29,transfer
83947,4706.75,2023-09-12,health
84014,4357.98,2023-03-31,food
84201,9485.7,2023-10-14,shopping
84556,7719.04,2023-11-27,education
84639,8386.22,2023-10-19,travel
84934,7064.4,2023-06-25,services
85020,42024.5,2023-03-29,education
85158,5162.4,2023-03-16,health
85488,10957,2023-07-01,services
85540,5830.4,2023-09-08,transfer
85603,7461.72,2023-06-06,services
85608,34048.3,2023-03-13,services
85697,4069.12,2023-03-09,transfer
85810,26856,2024-02-01,shopping
85915,6791.84,2023-11-20,transfer
86221,5888.48,2023-10-09,services
86349,17148.5,2023-07-05,travel
86393,5531.76,2023-08-19,education
87174,4420.02,2023-09-25,health
87393,11195.4,2024-01-17,transfer
87674,15822.4,2023-07-22,services
87812,5834.4,2023-02-01,education
87870,12020.4,2023-07-28,services
87976,17904,2023-01-08,health
88044,8113.63,2023-07-10,transfer
88478,5493.2,2024-01-24,health
88648,5121.11,2023-01-12,health
89115,6633.12,2023-09-24,health
89815,12311.3,2023-08-28,services
89888,13202,2023-07-17,health
89916,9560.88,2024-01-15,services
90224,3987.6,2023-07-08,services
90422,23554.8,2023-02-18,shopping
90464,6170.62,2023-02-14,health
90551,17316,2024-01-18,services
90613,11832.2,2023-01-30,education
90750,12065.8,2023-03-14,transfer
90910,5100.62,2023-09-10,food
91023,12646.9,2023-03-23,shopping
91411,7757.95,2023-01-16,services
91453,11231.5,2023-07-25,education
91653,32694.7,2023-02-14,education
91777,10866.6,2023-02-25,transfer
91815,16243.9,2023-03-12,transfer
91907,34098.1,2024-01-03,food
92307,23697.9,2023-10-17,food
92309,6233.76,2023-09-29,education
92391,12071,2023-03-12,travel
92426,5090.8,2023-11-18,services
92479,8261.58,2023-09-07,education
92550,34208.3,2023-12-11,transfer
92759,39833.5,2023-08-09,services
92943,6693.9,2023-06-05,health
93195,21877.3,2023-07-03,services
93265,9398.4,2023-08-12,travel
93286,22934.4,2023-11-14,health
93447,14759.2,2023-10-16,education
93636,20658,2023-08-17,food
93667,4945.6,2023-03-15,transfer
93830,4619.56,2023-11-28,services
93854,4148.98,2023-02-12,travel
93900,4165.98,2023-01-01,shopping
94552,58149.8,2023-10-15,services
94624,13352.5,2023-12-01,travel
94899,6368.42,2023-01-18,travel
94969,9602.19,2024-01-20,services
95184,20266.4,2024-01-13,services
95705,24042.2,2023-07-08,shopping
95720,4100.04,2024-02-03,transfer
95760,14931.7,2023-06-25,travel
95807,23431.2,2023-07-25,transfer
95987,14178.6,2023-07-09,shopping
96287,8429.94,2024-01-27,health
96538,5397.44,2023-06-15,education
96743,6869.85,2023-10-15,shopping
96851,6353.61,2024-02-04,health
96886,12672.2,2023-09-23,health
97234,35173.9,2024-02-03,education
97271,7361.75,2023-09-17,health
97444,21541.7,2023-12-25,travel
97452,4622.92,2023-04-30,travel
98077,14009.6,2023-11-20,travel
98650,10210.7,2024-02-01,food
98942,14291.1,2023-05-19,education
99025,9963.06,2023-02-19,shopping
99031,6898.56,2023-04-16,services
99179,35744.6,2023-04-25,travel
99305,33067.9,2023-01-19,shopping
99319,7385.77,2023-06-03,services
99368,4256.3,2023-09-12,health
99478,10334.1,2023-08-29,services
99563,25123.8,2023-12-29,health
99593,16524.5,2023-04-04,shopping
99634,17693.6,2023-02-16,shopping
99808,10771.9,2023-03-23,services
100188,9478.49,2023-11-07,food
100428,7158,2023-12-23,travel
100528,33965.5,2023-05-21,health
100551,29340.2,2024-01-07,health
100772,6978.9,2023-08-12,services
100803,4741.17,2023-07-02,travel
100863,10308,2023-06-24,services
100936,29236.9,2023-10-25,services
101135,4158.4,2023-04-02,health
101251,9186.88,2023-10-27,education
101403,7037,2024-01-02,transfer
102185,25335.4,2023-01-22,services
102270,10533.6,2023-09-05,health
102501,4462,2023-04-19,services
102578,8782.8,2023-08-12,travel
102773,35679,2023-08-21,transfer
102803,6903.12,2023-01-17,health
102923,10189.7,2024-01-29,food
103334,61256.5,2023-11-08,shopping
103492,12751.9,2023-10-20,transfer
103555,7478.56,2023-11-30,transfer
103570,12994,2023-11-29,health
103621,4595.72,2023-07-12,services
103740,5237.4,2023-12-31,shopping
103760,6878.1,2024-01-17,travel
103838,3975.3,2023-06-17,transfer
104035,7265.52,2023-02-19,services
104066,4575.77,2023-07-14,services
104090,6210.72,2023-05-26,shopping
104095,4908.12,2023-12-24,education
104123,18795,2023-12-15,travel
104241,21501.7,2023-07-01,travel
104632,24433.1,2023-04-16,shopping
104674,9498.7,2023-04-24,travel
104677,5092.5,2023-04-04,travel
104897,17273.6,2023-01-23,shopping
105046,33903.5,2023-02-25,transfer
105129,7950.2,2023-01-05,services
105177,6019.2,2023-11-04,food
105186,4580.82,2023-11-27,shopping
105323,15660.5,2023-01-19,health
105430,11554.5,2023-07-17,transfer
105433,17965,2023-10-02,health
105788,9149.44,2023-12-05,transfer
105994,4139.7,2023-07-31,services
106404,7919.5,2023-11-21,education
106488,10052.5,2023-11-03,food
106678,15653.4,2023-12-02,travel
106756,10546.5,2023-07-27,transfer
106789,33866,2023-09-16,health
107054,26871,2023-09-15,health
107198,9791.1,2024-02-01,education
107375,4099.55,2023-05-07,food
107425,13393.7,2023-09-19,education
107476,13566.6,2023-02-18,shopping
107892,5078.2,2023-01-10,travel
108044,5205.44,2023-07-26,transfer
108096,7350.33,2023-11-15,transfer
108117,14545.4,2023-10-25,shopping
108458,7132.76,2024-01-26,education
108553,3976.44,2023-08-14,education
108876,7493.4,2023-07-23,services
108919,9565.14,2023-09-14,transfer
108941,17402.7,2023-12-05,travel
109242,18940.3,2023-04-24,health
109400,4090.8,2023-11-08,transfer
109495,11938.1,2023-12-01,travel
109713,5333.85,2023-07-29,food
109890,16793.2,2023-03-23,education
110249,17560.7,2024-01-07,education
110369,16865.1,2023-04-01,services
110433,7322.07,2023-12-23,education
110518,4071.14,2023-10-30,food
110760,9236.15,2023-09-17,education
110846,14986,2023-01-11,services
110924,11069.2,2023-10-12,health
111002,33012.2,2023-08-25,services
111356,11363.8,2023-03-16,services
111440,12263.2,2023-06-01,services
111462,11489,2023-05-09,health
111526,12172.1,2023-11-07,services
111934,20709.7,2023-09-16,health
111958,5887.86,2023-10-18,travel
111999,18501,2023-08-28,shopping
112005,15219.5,2023-04-19,food
112014,5926.8,2023-12-02,shopping
112491,10531.9,2023-04-13,transfer
112794,6941.11,2024-01-11,services
112803,19131.6,2023-11-07,food
113072,36341.1,2023-09-17,services
113314,5759.91,2023-05-24,services
113384,4703.75,2023-04-27,health
113473,12747.2,2023-04-20,food
113546,5415.3,2023-09-14,education
113582,5179.44,2023-11-13,education
113697,6254.82,2023-02-27,food
113853,6627,2023-02-08,services
114090,13145.9,2023-03-21,food
114271,19964.2,2023-02-22,services
114325,5001.18,2023-01-10,education
114359,8497.8,2023-09-18,health
114433,20361.8,2023-02-23,transfer
114513,3960.48,2023-09-05,services
114575,9523.08,2023-05-03,travel
114735,19583.4,2023-05-20,health
114763,4085,2023-05-01,services
114930,7615.92,2023-10-31,transfer
115243,5100.27,2024-01-02,education
115263,19559.2,2023-12-27,travel
115278,3967.2,2023-05-06,food
115282,15556.5,2023-06-08,services
115467,22039.2,2023-08-13,health
115744,7449.45,2023-10-20,food
116142,8652.48,2023-09-26,shopping
116415,15313.6,2023-02-18,transfer
117083,8233.46,2023-10-05,travel
117229,8839.62,2023-02-09,services
117337,16253.6,2023-03-22,travel
117440,20371.9,2023-08-02,transfer
117482,4204.4,2023-06-05,food
117483,4951.9,2024-02-03,shopping
117578,5772.18,2023-09-17,shopping
117588,8762.04,2023-08-01,shopping
117837,42071.7,2023-07-02,shopping
117849,9463.2,2023-09-12,education
117919,14623.9,2023-11-21,transfer
117988,9042.29,2023-04-23,transfer
118025,26062.4,2023-09-24,services
118156,25752.9,2023-04-16,education
118492,10324.4,2023-08-24,education
118858,8618.49,2023-01-11,services
119171,23656.3,2023-12-26,health
119269,7528.56,2023-08-09,services
119787,5267.32,2023-02-15,services
120094,55133.1,2023-11-23,food
120154,14676.9,2023-07-10,health
120320,29893.9,2023-01-22,transfer
120333,9120.98,2023-10-14,health
120349,26586,2023-07-05,transfer
120476,19877.4,2024-02-05,education
120541,20525.4,2024-01-05,food
120627,31456.1,2023-07-09,shopping
121550,7429.46,2023-01-05,shopping
121964,4266.66,2023-12-12,shopping
122566,16638,2023-12-12,food
122730,10726.5,2023-03-12,education
122921,11783.2,2023-10-21,transfer
122945,46403.5,2023-12-16,shopping
122989,9309.48,2023-06-27,food
123202,12028.8,2023-09-14,services
123287,10609.8,2024-01-21,education
123345,27099.1,2023-01-09,transfer
123422,5928.25,2023-02-23,shopping
123567,4231.8,2023-10-31,education
123970,6574.08,2023-05-13,education
124284,14831.3,2023-07-14,services
125349,6984.72,2023-11-02,food
125945,11655.6,2023-03-10,health
126217,15886.9,2023-05-09,services
126305,6281.6,2024-02-03,services
126743,28352.9,2023-11-04,transfer
126934,21213,2023-03-05,health
127069,15179.3,2023-12-04,transfer
127310,6999.96,2023-07-22,services
127341,10611.2,2023-01-07,food
127579,16960.9,2023-08-01,education
127620,9639.96,2023-03-06,health
127737,10256.7,2023-03-01,food
127747,14179.3,2023-01-04,food
127916,5237.34,2023-01-08,health
128013,7482.75,2023-05-29,travel
128052,18538.9,2023-11-17,health
128437,19664,2023-12-09,transfer
128548,29535.6,2023-06-25,food
128569,14396.8,2023-12-27,shopping
128616,4602,2023-12-26,education
128660,20711.3,2023-02-05,transfer
128861,31635.5,2023-01-08,education
128917,15749.9,2023-03-21,shopping
129922,5512.28,2023-11-10,shopping
130042,8119.4,2023-12-13,travel
130084,8017.8,2023-07-22,food
130139,6396.52,2023-09-22,education
130264,4884.75,2023-02-04,food
130270,15151,2023-04-22,education
130331,11005,2023-09-01,health
130462,5982.84,2023-01-24,shopping
130486,5905.48,2023-08-26,health
130596,14782.1,2023-10-08,food
130649,22299,2023-09-11,travel
130863,6959.96,2023-12-08,travel
130929,22184.8,2023-06-23,education
130960,5524.75,2024-02-03,shopping
131152,4712.69,2024-01-20,services
131395,3960,2023-08-25,health
131620,9908,2023-04-16,education
131666,11927.1,2023-08-09,transfer
131671,30751.2,2023-12-24,food
131739,5935.02,2023-04-11,health
131872,13749.5,2023-05-17,transfer
